Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA
2009-05-24,HA-LPS,,,,,,,,,,127,0,127,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,VUGRINEC T.,SELF,,,,,,,,,,,,,,,,,ILS/DME08 raw data w/o a/thrust
2009-05-24,HA-LPE,,,,,,,,,,104,0,104,0,,104,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,VUGRINEC T.,SELF,,,,,,,,,,,,,,,,,visual 11
2009-05-24,HA-LPE,,,,,,,,,,125,0,125,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,VUGRINEC T.,SELF,,,,,,,,,,,,,,,,,
2009-05-24,HA-LPE,,,,,,,,,,109,0,109,0,,109,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,VUGRINEC T.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-28,HA-LPT,,,,,,,,,,127,0,127,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS/DME26
2009-05-28,HA-LPE,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,visual 29
2009-05-29,HA-LPE,,,,,,,,,,124,0,124,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME08
2009-05-29,HA-LPF,,,,,,,,,,120,0,120,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-29,HA-LPF,,,,,,,,,,150,0,150,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME08
2009-05-29,HA-LPF,,,,,,,,,,116,0,116,0,,116,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-30,HA-LPB,,,,,,,,,,66,0,66,0,,66,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS06
2009-05-30,HA-LPB,,,,,,,,,,77,0,77,0,,77,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-30,HA-LPB,,,,,,,,,,130,0,130,0,,130,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS16L
2009-05-30,HA-LPB,,,,,,,,,,137,0,137,0,,137,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-31,HA-LPR,,,,,,,,,,91,0,91,0,,91,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ORLOWSKI N.,SELF,,,,,,,,,,,,,,,,,visual 01
2009-05-31,HA-LPR,,,,,,,,,,80,0,80,0,,80,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ORLOWSKI N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-05-31,HA-LPR,,,,,,,,,,150,0,150,75,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ORLOWSKI N.,SELF,,,,,,,,,,,,,,,,,ILS17
2009-05-31,HA-LPR,,,,,,,,,,158,0,158,158,,158,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ORLOWSKI N.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-06-02,HA-LPL,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZELEI L.,SELF,,,,,,,,,,,,,,,,,ILS/DME26
2009-06-02,HA-LPL,,,,,,,,,,130,0,130,0,,130,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZELEI L.,SELF,,,,,,,,,,,,,,,,,ILS/DME29
2009-06-07,HA-JUT,,,,,,,,,,60,60,0,0,,0,,,,6,6,0,0,6,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,check-out HA-JUT
2009-06-09,HA-LPR,,,,,,,,,,122,0,122,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS08
2009-06-09,HA-LPR,,,,,,,,,,107,0,107,0,,107,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,visual 11
2009-06-10,HA-LPM,,,,,,,,,,124,0,124,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS08
2009-06-10,HA-LPM,,,,,,,,,,117,0,117,0,,117,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,visual 29
2009-06-10,HA-LPM,,,,,,,,,,125,0,125,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS08
2009-06-10,HA-LPM,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS29
2009-06-11,SP-KSO,Zerniki - Gadki,Zerniki - Gadki,,,,,,,,90,90,0,0,,0,,,,8,8,0,0,8,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,touch and goes
2009-06-11,HA-LPC,,,,,,,,,,95,0,95,0,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS19
2009-06-11,HA-LPC,,,,,,,,,,90,0,90,0,,90,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,RUTU I.,SELF,,,,,,,,,,,,,,,,,ILS29
2009-06-28,HA-LPL,,,,,,,,,,76,0,76,0,,76,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS25
2009-06-28,HA-LPL,,,,,,,,,,75,0,75,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS06
2009-06-28,HA-LPL,,,,,,,,,,99,0,99,0,,99,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS16R
2009-06-28,HA-LPL,,,,,,,,,,107,0,107,107,,107,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-01,HA-LPL,,,,,,,,,,74,0,74,0,,74,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,VOR07
2009-07-01,HA-LPL,,,,,,,,,,77,0,77,0,,77,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS06
2009-07-01,HA-LPL,,,,,,,,,,102,0,102,0,,102,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS16L autoland
2009-07-01,HA-LPL,,,,,,,,,,108,0,108,108,,108,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS/DME24 manual thrust
2009-07-03,HA-LPL,,,,,,,,,,72,0,72,0,,72,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS X 28
2009-07-03,HA-LPL,,,,,,,,,,76,0,76,0,,76,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-03,HA-LPL,,,,,,,,,,109,0,109,0,,109,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME24
2009-07-03,HA-LPL,,,,,,,,,,109,0,109,0,,109,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-12,HA-LPL,,,,,,,,,,84,0,84,0,,84,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS25
2009-07-12,HA-LPL,,,,,,,,,,77,0,77,0,,77,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-12,HA-LPL,,,,,,,,,,97,0,97,11,,97,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS16L
2009-07-12,HA-LPL,,,,,,,,,,111,0,111,111,,111,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS25
2009-07-15,HA-LPL,,,,,,,,,,73,0,73,0,,73,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS22
2009-07-15,HA-LPL,,,,,,,,,,75,0,75,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-15,HA-LPL,,,,,,,,,,94,0,94,0,,94,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS18
2009-07-15,HA-LPL,,,,,,,,,,104,0,104,10,,104,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-16,HA-LPL,,,,,,,,,,101,0,101,0,,101,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS16R conf 3
2009-07-16,HA-LPL,,,,,,,,,,111,0,111,111,,111,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS06
2009-07-24,HA-LPL,,,,,,,,,,79,0,79,0,,79,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS28
2009-07-24,HA-LPL,,,,,,,,,,69,0,69,0,,69,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-24,HA-LPL,,,,,,,,,,112,0,112,0,,112,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS26
2009-07-24,HA-LPL,,,,,,,,,,98,0,98,0,,98,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-25,HA-LPJ,,,,,,,,,,106,0,106,0,,106,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-25,HA-LPJ,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-25,HA-LPJ,,,,,,,,,,124,0,124,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,visual
2009-07-25,HA-LPJ,,,,,,,,,,120,0,120,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-26,HA-LPL,,,,,,,,,,79,0,79,0,,79,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS22
2009-07-26,HA-LPL,,,,,,,,,,67,0,67,0,,67,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-26,HA-LPL,,,,,,,,,,114,0,114,0,,114,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS18
2009-07-26,HA-LPL,,,,,,,,,,93,0,93,24,,93,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,visual 24
2009-07-28,HA-LPL,,,,,,,,,,143,0,143,0,,143,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS07L
2009-07-28,HA-LPL,,,,,,,,,,135,0,135,0,,135,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-07-29,HA-LPL,,,,,,,,,,72,0,72,0,,72,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS28
2009-07-29,HA-LPL,,,,,,,,,,69,0,69,0,,69,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME06
2009-07-29,HA-LPL,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS26
2009-07-29,HA-LPL,,,,,,,,,,101,0,101,0,,101,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME06
2009-08-02,HA-LPL,,,,,,,,,,61,0,61,0,,61,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS35
2009-08-02,HA-LPL,,,,,,,,,,66,0,66,0,,66,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,visual 24
2009-08-02,HA-LPL,,,,,,,,,,91,0,91,0,,91,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,VOR/DME31
2009-08-02,HA-LPL,,,,,,,,,,91,0,91,0,,91,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,visual 24
2009-08-03,HA-LPJ,,,,,,,,,,74,0,74,0,,74,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS28
2009-08-03,HA-LPJ,,,,,,,,,,69,0,69,0,,69,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-03,HA-LPJ,,,,,,,,,,98,0,98,0,,98,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS26
2009-08-03,HA-LPJ,,,,,,,,,,107,0,107,0,,107,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,visual 24
2009-08-04,HA-LPJ,,,,,,,,,,121,0,121,0,,121,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS25L
2009-08-04,HA-LPJ,,,,,,,,,,138,0,138,0,,138,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS/DME 06
2009-08-05,HA-LPJ,,,,,,,,,,73,0,73,0,,73,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS28
2009-08-05,HA-LPJ,,,,,,,,,,74,0,74,0,,74,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS31
2009-08-05,HA-LPJ,,,,,,,,,,106,0,106,0,,106,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS26
2009-08-05,HA-LPJ,,,,,,,,,,103,0,103,0,,103,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS/DME06
2009-08-06,HA-LPJ,,,,,,,,,,171,0,171,0,,171,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS18L
2009-08-06,HA-LPJ,,,,,,,,,,159,0,159,95,,159,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,DALRYMPLE N.,SELF,,,,,,,,,,,,,,,,,ILS/DME06
2009-08-09,HA-LPR,,,,,,,,,,105,0,105,0,,105,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,de JONGE M.,SELF,,,,,,,,,,,,,,,,,ILS36
2009-08-09,HA-LPR,,,,,,,,,,108,0,108,0,,108,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,de JONGE M.,SELF,,,,,,,,,,,,,,,,,ILS33
2009-08-09,HA-LPR,,,,,,,,,,100,0,100,0,,100,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,de JONGE M.,SELF,,,,,,,,,,,,,,,,,ILS18
2009-08-09,HA-LPR,,,,,,,,,,109,0,109,0,,109,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,de JONGE M.,SELF,,,,,,,,,,,,,,,,,ILS27
2009-08-12,SP-KSO,Zerniki - Gadki,Zerniki - Gadki,,,,,,,,70,70,0,0,,0,,,,4,4,0,0,4,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,touch and goes
2009-08-15,HA-LPJ,,,,,,,,,,122,0,122,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,VOR/DME 04
2009-08-15,HA-LPJ,,,,,,,,,,124,0,124,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-15,HA-LPJ,,,,,,,,,,121,0,121,57,,121,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,VOR/DME MKR 34
2009-08-15,HA-LPJ,,,,,,,,,,123,0,123,123,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS/DME24
2009-08-16,HA-LPL,,,,,,,,,,82,0,82,0,,82,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS25
2009-08-16,HA-LPL,,,,,,,,,,82,0,82,0,,82,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-16,HA-LPL,,,,,,,,,,102,0,102,102,,102,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS16R
2009-08-16,HA-LPL,,,,,,,,,,101,0,101,101,,101,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CABAJ V.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-18,HA-LPL,,,,,,,,,,167,0,167,0,,167,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,LUKACS A.,SELF,,,,,,,,,,,,,,,,,ILS18L
2009-08-18,HA-LPL,,,,,,,,,,168,0,168,105,,168,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,LUKACS A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-20,HA-LPX,,,,,,,,,,175,0,175,0,,175,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,LUKACS A.,SELF,,,,,,,,,,,,,,,,,ILS18L
2009-08-20,HA-LPX,,,,,,,,,,170,0,170,125,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,LUKACS A.,SELF,,,,,,,,,,,,,,,,,ILS/DME24
2009-08-21,HA-LPL,,,,,,,,,,83,0,83,0,,83,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS25
2009-08-21,HA-LPL,,,,,,,,,,83,0,83,0,,83,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-21,HA-LPL,,,,,,,,,,100,0,100,76,,100,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS16L
2009-08-21,HA-LPL,,,,,,,,,,109,0,109,109,,109,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-22,HA-LPX,,,,,,,,,,118,0,118,0,,118,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS18L
2009-08-22,HA-LPX,,,,,,,,,,160,0,160,105,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,AKKERMAN E.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-26,HA-LPL,,,,,,,,,,79,0,79,0,,79,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS22
2009-08-26,HA-LPL,,,,,,,,,,74,0,74,0,,74,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-26,HA-LPL,,,,,,,,,,97,0,97,0,,97,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS18
2009-08-26,HA-LPL,,,,,,,,,,100,0,100,59,,100,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-27,HA-LPL,,,,,,,,,,108,0,108,0,,108,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,SRA 26
2009-08-27,HA-LPL,,,,,,,,,,104,0,104,0,,104,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-27,HA-LPL,,,,,,,,,,96,0,96,24,,96,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS16L
2009-08-27,HA-LPL,,,,,,,,,,103,0,103,103,,103,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-28,HA-LPX,,,,,,,,,,86,0,86,0,,86,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS25
2009-08-28,HA-LPX,,,,,,,,,,74,0,74,0,,74,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2009-08-28,HA-LPX,,,,,,,,,,96,0,96,34,,96,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS16R
2009-08-28,HA-LPX,,,,,,,,,,101,0,101,101,,101,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,visual 24
2009-08-29,HA-LPX,,,,,,,,,,180,0,180,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS33R
2009-08-29,HA-LPX,,,,,,,,,,154,0,154,95,,154,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24 a/thrust off
