Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA
2015-04-01,HA-LYJ,,,,,,,,,,122,122,0,0,,122,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BOGADI Ferenc,,,,,,,,,,,,,,,,,
2015-04-03,HA-LWK,,,,,,,,,,225,225,0,23,,225,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-03,HA-LWK,,,,,,,,,,252,252,0,0,,252,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-04,HA-LWK,,,,,,,,,,103,103,0,38,,103,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-04,HA-LWK,,,,,,,,,,110,110,0,0,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-04,HA-LWK,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-04,HA-LWK,,,,,,,,,,75,75,0,0,,75,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-09,HA-LWK,,,,,,,,,,100,100,0,19,,100,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,KNAUSS Jean-David,,,,,,,,,,,,,,,,,
2015-04-09,HA-LWK,,,,,,,,,,120,120,0,0,,120,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,KNAUSS Jean-David,,,,,,,,,,,,,,,,,
2015-04-09,HA-LWK,,,,,,,,,,70,70,0,0,,70,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-09,HA-LWK,,,,,,,,,,80,80,0,0,,80,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-10,HA-LWK,,,,,,,,,,220,220,0,11,,220,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,KNAUSS Jean-David,,,,,,,,,,,,,,,,,
2015-04-10,HA-LWK,,,,,,,,,,240,240,0,0,,240,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,KNAUSS Jean-David,,,,,,,,,,,,,,,,,
2015-04-13,HA-LWK,,,,,,,,,,225,225,0,11,,225,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,
2015-04-13,HA-LWK,,,,,,,,,,255,255,0,0,,255,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,
2015-04-14,HA-LWK,,,,,,,,,,95,95,0,18,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-14,HA-LWK,,,,,,,,,,125,125,0,0,,125,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-14,HA-LWK,,,,,,,,,,65,65,0,0,,65,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-14,HA-LWK,,,,,,,,,,80,80,0,0,,80,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,
2015-04-16,HA-LWK,,,,,,,,,,115,115,0,0,,115,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MESSER Roland,,,,,,,,,,,,,,,,,
2015-04-16,HA-LWK,,,,,,,,,,100,100,0,0,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MESSER Roland,,,,,,,,,,,,,,,,,
2015-04-16,HA-LWK,,,,,,,,,,130,130,0,65,,130,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MESSER Roland,,,,,,,,,,,,,,,,,
2015-04-16,HA-LWK,,,,,,,,,,100,100,0,100,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MESSER Roland,,,,,,,,,,,,,,,,,
2015-03-08,OK-OKB,,,,,,,,,,85,0,0,0,,85,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,85,,,,,,SYKORA Tomas,SELF,,,,,,,,,,,,,,,,,"IFR prof-check SIDs, NDB 11, ILS29"
2015-04-26,OK-OKB,,,,,,,,,,30,0,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,30,,,,,,NOVAK V.,SELF,,,,,,,,,,,,,,,,,FI refresher
2015-04-27,OK-OKB,,,,,,,,,,55,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,55,,,,,,KOLIN R.,SELF,,,,,,,,,,,,,,,,,ILS29
2015-04-27,OK-OKB,,,,,,,,,,85,85,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BLAHA J.,,,,,,,,,,,,,,,,,"SEP(land) + FI(A) renewal CZ/CRE, FIE 009"
2015-04-27,OK-OKB,,,,,,,,,,55,55,0,0,,55,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,KOLIN R.,,,,,,,,,,,,,,,,,
2015-04-29,OK-OKB,,,,,,,,,,40,40,0,0,,0,,,,3,3,0,0,3,40,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,Intro flight MECOVA Katerina
2015-04-30,HA-LWK,,,,,,,,,,105,105,0,0,,105,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-30,HA-LWK,,,,,,,,,,110,110,0,0,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-30,HA-LWK,,,,,,,,,,120,120,0,7,,120,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-04-30,HA-LWK,,,,,,,,,,100,100,0,100,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-05-01,HA-LWK,,,,,,,,,,78,78,0,0,,78,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,
2015-05-01,HA-LWK,,,,,,,,,,75,75,0,0,,75,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-01,HA-LWK,,,,,,,,,,120,120,0,45,,120,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS08
2015-05-01,HA-LWK,,,,,,,,,,110,110,0,110,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS06
2015-05-02,HA-LWK,,,,,,,,,,105,105,0,0,,105,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS15
2015-05-02,HA-LWK,,,,,,,,,,115,115,0,0,,115,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-02,HA-LWK,,,,,,,,,,128,128,0,32,,128,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS26
2015-05-02,HA-LWK,,,,,,,,,,100,100,0,100,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MISIK Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-03,HA-LWK,,,,,,,,,,85,85,0,0,,85,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS28X
2015-05-03,HA-LWK,,,,,,,,,,75,75,0,0,,75,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-03,HA-LWK,,,,,,,,,,120,120,0,37,,120,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS26
2015-05-03,HA-LWK,,,,,,,,,,100,100,0,100,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS06
2015-05-04,HA-LWK,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS28X
2015-05-04,HA-LWK,,,,,,,,,,80,80,0,0,,80,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-04,HA-LWK,,,,,,,,,,123,123,0,38,,123,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS26
2015-05-04,HA-LWK,,,,,,,,,,108,108,0,108,,108,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SYKORA Tomas,,,,,,,,,,,,,,,,,ILS24
2015-05-11,HA-LWK,,,,,,,,,,225,225,0,0,,225,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS26Y
2015-05-11,HA-LWK,,,,,,,,,,245,245,0,0,,245,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS24
2015-05-12,HA-LWK,,,,,,,,,,95,95,0,0,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS07
2015-05-12,HA-LWK,,,,,,,,,,115,115,0,0,,115,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS24
2015-05-12,HA-LWK,,,,,,,,,,70,70,0,0,,70,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS07
2015-05-12,HA-LWK,,,,,,,,,,80,80,0,0,,80,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SALTEL Pierre-Thomas,,,,,,,,,,,,,,,,,ILS24
2015-05-20,OK-JFK,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,BIRJUKOVS D.,,SELF,,,,,,,,,,,,,,,,CATC IR PM Session #1
2015-05-21,OK-JFK,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,FILO S.,,SELF,,,,,,,,,,,,,,,,CATC IR PM Session #3
2015-05-22,OK-JFK,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,BIRJUKOVS D.,,SELF,,,,,,,,,,,,,,,,CATC IR PM Session #2
2015-05-22,OK-OKB,,,,,,,,,,95,95,0,0,,95,,,,6,6,0,0,6,95,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MOBIUS Johnny,,,,,,,,,,,,,,,,,LKRK 5 x touch and go
2015-05-28,OK-OKA,,,,,,,,,,50,50,0,0,,50,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,w/Petra
2015-05-28,OK-OKA,,,,,,,,,,40,40,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,w/Petra
2015-07-11,OK-OKB,,,,,,,,,,200,200,0,100,,0,,,,0,0,1,1,1,200,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BIRJUKOVS D.,,,,,,,,,,,,,,,,,LKTB / CATC lesson
2015-07-25,EU-A0046,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BRENES J.,AKBULUT G.,,,,,,,,,,,,,,,,Conversion 1.C
2015-07-27,EU-A0046,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,OLIVIER P.,YIGIT I.,,,,,,,,,,,,,,,,Conversion 2
2015-08-05,EU-AT1A1O91,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BRENES J.,KARAMAN E.,,,,,,,,,,,,,,,,Conversion 3.A - LVO
2015-08-06,EU-AT1A1O91,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,OLIVIER P.,ATILLA T.,,,,,,,,,,,,,,,,Conversion 4-OPT1
2015-08-10,EU-AT1A1O91,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,OLIVIER P.,ATAK D.,,,,,,,,,,,,,,,,OPC
2015-09-15,TC-JMH,,,,,,,,,,185,185,0,91,,185,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,JARABAS N.,,,,,,,,,,,,,,,,,
2015-09-15,TC-JMH,,,,,,,,,,219,219,0,0,,219,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,JARABAS N.,,,,,,,,,,,,,,,,,
2015-09-16,TC-JLS,,,,,,,,,,106,106,0,0,,106,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SEVKI BAS,,,,,,,,,,,,,,,,,
2015-09-16,TC-JLS,,,,,,,,,,132,132,0,0,,132,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SEVKI BAS,,,,,,,,,,,,,,,,,
2015-09-16,TC-JRO,,,,,,,,,,94,94,0,0,,94,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SEVKI BAS,,,,,,,,,,,,,,,,,
2015-09-16,TC-JRO,,,,,,,,,,96,96,0,0,,96,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SEVKI BAS,,,,,,,,,,,,,,,,,
2015-09-17,TC-JSM,,,,,,,,,,163,163,0,40,,163,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,VEYSEL BAHAR,,,,,,,,,,,,,,,,,
2015-09-17,TC-JSM,,,,,,,,,,189,189,0,189,,189,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,VEYSEL BAHAR,,,,,,,,,,,,,,,,,
2015-09-18,TC-JRM,,,,,,,,,,140,140,0,0,,140,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SULEYMAN DILEK,,,,,,,,,,,,,,,,,
2015-09-18,TC-JRM,,,,,,,,,,175,175,0,175,,175,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SULEYMAN DILEK,,,,,,,,,,,,,,,,,
2015-09-22,TC-JPI,,,,,,,,,,161,161,0,0,,161,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,RAMAZAN ULUCAN,,,,,,,,,,,,,,,,,
2015-09-22,TC-JPI,,,,,,,,,,185,185,0,0,,185,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,RAMAZAN ULUCAN,,,,,,,,,,,,,,,,,
2015-09-23,TC-JRM,,,,,,,,,,134,134,0,3,,134,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,GOKHAN KAYA,,,,,,,,,,,,,,,,,
2015-09-23,TC-JRM,,,,,,,,,,138,138,0,0,,138,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,GOKHAN KAYA,,,,,,,,,,,,,,,,,
2015-09-24,TC-JRR,,,,,,,,,,165,165,0,0,,165,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,RAMAZAN ULUCAN,,,,,,,,,,,,,,,,,
2015-09-24,TC-JRR,,,,,,,,,,136,136,0,0,,136,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,RAMAZAN ULUCAN,,,,,,,,,,,,,,,,,
2015-09-25,TC-JRP,,,,,,,,,,175,175,0,0,,175,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,TOLGA HAKAN CAKITER,,,,,,,,,,,,,,,,,
2015-09-25,TC-JRP,,,,,,,,,,176,176,0,0,,176,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,TOLGA HAKAN CAKITER,,,,,,,,,,,,,,,,,
2015-09-26,TC-JUF,,,,,,,,,,202,202,0,0,,202,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,TOLGA HAKAN CAKITER,,,,,,,,,,,,,,,,,
2015-09-26,TC-JUF,,,,,,,,,,183,183,0,171,,183,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,TOLGA HAKAN CAKITER,,,,,,,,,,,,,,,,,
2015-09-29,TC-JLV,,,,,,,,,,175,175,0,0,,175,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,YAVUZ KAAN AYHAN,HALIL EMIR,,,,,,,,,,,,,,,,
2015-09-29,TC-JLV,,,,,,,,,,216,216,0,165,,216,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,YAVUZ KAAN AYHAN,HALIL EMIR,,,,,,,,,,,,,,,,
2015-10-01,TC-JPR,,,,,,,,,,73,73,0,36,,73,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-01,TC-JPR,,,,,,,,,,81,81,0,0,,81,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-01,TC-JUE,,,,,,,,,,138,138,0,0,,138,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-02,TC-JPP,,,,,,,,,,136,136,0,3,,136,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-02,TC-JPB,,,,,,,,,,61,61,0,0,,61,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-02,TC-JPB,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET ALI YER,,,,,,,,,,,,,,,,,
2015-10-03,TC-JPF,,,,,,,,,,58,58,0,58,,58,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ERAY KOCA,,,,,,,,,,,,,,,,,
2015-10-04,TC-JLP,,,,,,,,,,66,66,0,66,,66,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ERAY KOCA,,,,,,,,,,,,,,,,,
2015-10-04,TC-JRM,,,,,,,,,,188,188,0,0,,188,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ERAY KOCA,,,,,,,,,,,,,,,,,
2015-10-04,TC-JRM,,,,,,,,,,205,205,0,0,,205,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ERAY KOCA,,,,,,,,,,,,,,,,,
2015-10-05,TC-JAI,,,,,,,,,,81,81,0,81,,81,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,HUSNU YAGCIER,,,,,,,,,,,,,,,,,
2015-10-06,TC-JAI,,,,,,,,,,86,86,0,59,,86,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,HUSNU YAGCIER,,,,,,,,,,,,,,,,,
2015-10-08,TC-JLR,,,,,,,,,,124,124,0,0,,124,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-08,TC-JLR,,,,,,,,,,128,128,0,0,,128,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-08,TC-JPP,,,,,,,,,,68,68,0,0,,68,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-09,TC-JSB,,,,,,,,,,84,84,0,74,,84,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-09,TC-JPJ,,,,,,,,,,187,187,0,0,,187,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-09,TC-JPJ,,,,,,,,,,171,171,0,0,,171,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,AKTAY BULENT,,,,,,,,,,,,,,,,,
2015-10-10,TC-JPH,,,,,,,,,,95,95,0,95,,95,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SABRI KARTAL INALLI,,,,,,,,,,,,,,,,,
2015-10-11,TC-JPH,,,,,,,,,,105,105,0,105,,105,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,SABRI KARTAL INALLI,,,,,,,,,,,,,,,,,
2015-10-12,TC-JST,,,,,,,,,,213,213,0,0,,213,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET SIDDIK YILMAZ,,,,,,,,,,,,,,,,,
2015-10-12,TC-JST,,,,,,,,,,200,200,0,175,,200,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,MEHMET SIDDIK YILMAZ,,,,,,,,,,,,,,,,,
2015-10-18,TC-JUF,,,,,,,,,,93,93,0,93,,93,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ILKER DALGIC,,,,,,,,,,,,,,,,,
2015-10-19,TC-JUF,,,,,,,,,,89,89,0,89,,89,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ILKER DALGIC,,,,,,,,,,,,,,,,,
2015-10-22,TC-JMM,,,,,,,,,,184,184,0,0,,184,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BARBAROS KURTUL,,,,,,,,,,,,,,,,,
2015-10-23,TC-JBI,,,,,,,,,,174,174,0,40,,174,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BARBAROS KURTUL,,,,,,,,,,,,,,,,,
2015-10-23,TC-JUD,,,,,,,,,,101,101,0,0,,101,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BARBAROS KURTUL,,,,,,,,,,,,,,,,,
2015-10-23,TC-JUD,,,,,,,,,,130,130,0,0,,130,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BARBAROS KURTUL,,,,,,,,,,,,,,,,,
2015-10-24,TC-JSF,,,,,,,,,,94,94,0,0,,94,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,LEVENT BULENT AFSAROGLU,,,,,,,,,,,,,,,,,
2015-10-24,TC-JSF,,,,,,,,,,86,86,0,0,,86,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,LEVENT BULENT AFSAROGLU,,,,,,,,,,,,,,,,,
2015-10-24,TC-JPJ,,,,,,,,,,114,114,0,35,,114,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,LEVENT BULENT AFSAROGLU,,,,,,,,,,,,,,,,,
2015-10-24,TC-JPJ,,,,,,,,,,147,147,0,147,,147,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,LEVENT BULENT AFSAROGLU,,,,,,,,,,,,,,,,,
2015-10-26,TC-JUJ,,,,,,,,,,134,134,0,134,,134,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,VOLKAN ERDOGAN,,,,,,,,,,,,,,,,,
2015-10-27,TC-JRM,,,,,,,,,,152,152,0,37,,152,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,VOLKAN ERDOGAN,,,,,,,,,,,,,,,,,
2015-10-28,TC-JLR,,,,,,,,,,71,71,0,71,,71,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,FATIH SARITEPE,,,,,,,,,,,,,,,,,
2015-10-29,TC-JLR,,,,,,,,,,77,77,0,39,,77,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,FATIH SARITEPE,,,,,,,,,,,,,,,,,
